gender,age,state_of_origin,institution_tier,skills_score,experience_years,gap_years,referral,communication_score,hiring_decision,actual_performance_score
0,43,Metro,IIT_NIT,72.7,3,0,0,73.1,0,46.6
1,38,Tier2,Tier2_College,75.0,5,0,0,88.4,0,66.8
1,43,Tier2,IIT_NIT,53.8,2,0,0,72.3,0,30.1
1,39,Metro,Tier2_College,37.4,4,0,0,72.2,0,25.5
0,39,Tier2,IIT_NIT,58.5,5,1,1,77.3,0,49.1
0,44,Metro,Tier3_College,65.2,5,1,0,64.9,0,48.0
1,38,Metro,Tier3_College,66.5,1,0,1,88.5,0,49.5
0,33,Metro,Tier2_College,40.5,1,0,1,77.6,0,18.1
1,44,Metro,Tier3_College,70.8,6,0,0,40.2,0,64.7
1,42,Tier2,Tier3_College,82.4,3,0,1,74.9,0,63.5
0,45,Metro,Tier2_College,81.4,7,1,0,60.7,0,76.7
1,25,Tier2,Tier2_College,85.1,4,0,0,79.5,0,76.5
1,33,Tier3,Tier2_College,51.0,6,0,0,48.6,0,34.4
0,44,Tier2,Tier3_College,80.3,3,0,1,64.2,0,62.4
1,43,Tier3,IIT_NIT,54.9,1,0,0,66.0,0,45.6
1,42,Tier2,Tier2_College,79.0,4,3,0,65.3,0,62.4
1,41,Tier2,Tier2_College,57.7,3,0,0,82.1,0,40.6
0,36,Metro,Tier3_College,72.9,2,2,0,100.0,0,55.7
1,44,Tier3,Tier3_College,89.5,6,0,0,71.0,0,62.1
0,37,Tier3,Tier2_College,81.1,4,0,0,78.9,0,67.4
0,26,Metro,IIT_NIT,55.1,2,0,0,84.1,0,46.3
1,42,Metro,Tier3_College,52.1,5,1,0,100.0,0,30.6
0,36,Tier2,IIT_NIT,78.9,10,0,0,74.3,0,83.1
0,38,Tier2,IIT_NIT,86.5,5,2,0,74.9,1,69.3
1,39,Tier2,Tier2_College,74.0,4,0,1,68.6,1,52.4
1,26,Tier2,Tier3_College,60.8,6,0,0,58.6,0,43.2
1,34,Metro,Tier3_College,68.6,1,0,1,86.7,0,63.4
1,40,Tier3,Tier3_College,74.1,2,0,0,61.5,0,43.2
1,34,Metro,IIT_NIT,66.7,2,0,0,49.0,1,53.0
0,39,Metro,Tier2_College,55.1,6,0,0,86.3,0,55.5
0,35,Tier2,Tier2_College,82.9,5,0,0,62.9,1,50.9
1,25,Metro,Tier3_College,94.3,4,0,0,77.2,1,66.3
1,25,Metro,Tier2_College,88.0,3,2,0,59.8,1,67.2
1,41,Metro,IIT_NIT,37.6,5,0,0,83.4,1,32.6
1,41,Tier2,Tier3_College,84.2,0,0,0,66.8,0,69.2
0,40,Tier3,Tier2_College,76.1,4,0,0,65.2,1,54.2
1,34,Tier3,Tier2_College,58.8,4,0,1,75.5,1,45.7
0,33,Tier2,Tier3_College,40.5,4,0,0,64.4,0,50.2
1,28,Metro,Tier2_College,66.4,3,0,0,64.5,0,55.1
1,33,Tier2,Tier2_College,73.1,4,0,1,70.2,1,43.2
1,42,Tier2,Tier2_College,52.5,4,1,0,65.6,0,36.1
0,25,Metro,Tier2_College,85.3,5,0,0,35.8,1,48.9
0,23,Metro,IIT_NIT,84.9,0,2,1,68.6,1,65.9
0,23,Metro,Tier3_College,74.6,7,0,0,78.5,1,52.0
1,26,Tier3,Tier2_College,48.8,5,0,1,46.2,0,28.3
1,44,Metro,Tier3_College,64.3,3,0,1,80.8,0,38.8
0,31,Tier3,Tier2_College,78.1,2,0,0,70.8,0,73.6
0,31,Metro,Tier2_College,77.2,2,3,0,82.5,1,62.4
1,30,Metro,Tier2_College,58.2,8,0,0,76.5,1,38.2
0,34,Tier2,Tier3_College,60.3,9,0,0,62.3,0,45.7
1,28,Tier2,Tier2_College,57.9,1,0,0,70.1,0,47.4
1,26,Metro,Tier3_College,64.0,3,0,1,71.4,1,45.4
0,31,Metro,Tier3_College,61.2,5,2,0,54.0,0,51.7
0,31,Metro,Tier3_College,58.6,5,1,0,63.5,0,45.7
1,27,Metro,Tier3_College,66.1,4,0,0,78.9,0,56.3
0,40,Metro,IIT_NIT,68.6,5,1,0,67.0,0,54.7
0,42,Tier3,Tier3_College,83.2,3,1,0,57.6,0,60.4
1,29,Tier2,Tier3_College,43.1,2,0,0,71.0,0,35.7
1,22,Tier2,Tier3_College,85.1,6,0,0,61.2,0,60.3
1,38,Metro,IIT_NIT,57.5,7,0,1,75.0,0,43.8
1,28,Metro,Tier2_College,94.0,6,0,1,78.3,1,74.3
0,35,Metro,Tier2_College,77.4,3,1,0,69.8,1,57.2
0,42,Tier2,Tier2_College,75.7,5,1,0,52.8,0,66.5
1,42,Tier2,Tier3_College,66.5,5,0,1,80.3,1,61.3
1,38,Metro,Tier3_College,96.9,4,0,0,63.5,0,64.1
0,30,Tier3,Tier2_College,67.6,4,1,0,63.4,0,56.5
1,38,Tier2,Tier3_College,89.2,4,0,0,86.3,0,73.6
0,26,Metro,IIT_NIT,60.0,6,2,0,47.6,0,63.1
1,41,Metro,IIT_NIT,78.0,5,0,0,62.9,0,78.3
0,29,Tier2,Tier2_College,94.6,7,0,0,65.8,0,75.5
1,27,Tier3,Tier2_College,56.1,1,0,0,62.2,0,42.9
0,32,Metro,Tier3_College,74.9,5,0,0,50.1,1,58.2
0,40,Metro,Tier2_College,58.1,6,2,0,68.6,0,42.1
0,25,Tier2,Tier2_College,74.0,8,1,0,38.6,0,63.0
1,39,Metro,Tier2_College,94.5,7,0,1,99.1,1,63.6
1,22,Tier2,Tier2_College,54.9,4,0,0,80.6,1,48.4
1,34,Tier2,Tier3_College,70.2,6,0,0,59.6,0,56.4
1,35,Metro,Tier2_College,56.3,5,2,1,69.3,0,54.0
0,45,Metro,Tier2_College,66.2,3,1,0,48.9,0,45.8
0,22,Tier2,Tier3_College,76.7,6,1,0,81.3,0,56.6
1,32,Metro,Tier2_College,63.8,12,0,0,74.8,1,66.8
0,38,Metro,Tier3_College,90.0,2,3,0,51.6,0,48.3
1,25,Tier3,IIT_NIT,74.8,3,1,1,63.6,0,71.6
0,33,Metro,Tier2_College,49.5,6,2,0,76.6,0,25.9
1,31,Tier2,Tier3_College,72.5,3,1,1,76.7,0,66.6
0,27,Metro,Tier3_College,88.5,2,0,1,74.8,1,65.5
1,22,Tier2,Tier2_College,75.6,7,0,1,71.5,1,57.0
1,28,Metro,Tier2_College,71.7,2,0,1,45.6,1,66.0
1,42,Tier3,Tier3_College,63.8,7,0,0,97.4,0,56.2
0,37,Tier2,Tier2_College,66.6,5,1,0,60.8,1,69.2
1,45,Metro,IIT_NIT,68.2,1,0,1,77.2,0,76.6
1,35,Tier2,Tier2_College,33.8,2,0,0,89.9,0,18.5
1,44,Tier2,IIT_NIT,74.5,4,0,0,72.8,1,60.9
1,41,Tier2,Tier2_College,82.0,5,0,1,87.6,1,63.6
1,41,Tier3,Tier3_College,57.5,6,0,0,81.9,0,46.0
1,27,Tier2,IIT_NIT,71.3,5,1,0,89.1,1,49.6
1,43,Metro,Tier3_College,73.0,5,0,1,80.4,1,39.8
1,26,Tier2,Tier2_College,79.3,5,0,0,66.2,1,60.4
1,45,Metro,Tier2_College,68.2,5,1,0,67.2,1,57.2
0,42,Tier3,Tier3_College,75.6,4,0,0,84.8,0,53.3
0,39,Tier2,Tier2_College,51.7,4,1,0,62.9,0,51.4
1,36,Metro,IIT_NIT,53.8,3,0,1,84.6,0,51.9
1,27,Metro,IIT_NIT,74.0,4,0,0,65.8,1,55.6
1,40,Tier3,Tier3_College,64.8,3,0,1,63.4,0,45.5
1,22,Tier3,Tier2_College,45.9,2,0,1,70.1,0,48.6
0,22,Metro,IIT_NIT,72.9,1,0,0,62.8,1,58.5
0,34,Metro,Tier3_College,50.2,3,1,0,60.5,0,31.6
1,24,Tier2,Tier3_College,100.0,3,2,0,66.5,0,76.7
0,31,Metro,Tier2_College,37.5,6,0,0,76.9,0,38.9
1,42,Metro,IIT_NIT,68.7,4,0,1,67.0,1,62.8
0,24,Metro,Tier3_College,52.4,2,1,1,68.4,0,41.8
1,30,Metro,Tier3_College,80.8,2,0,1,93.4,1,62.0
1,29,Tier2,IIT_NIT,62.4,1,0,1,76.6,0,52.5
1,24,Tier3,IIT_NIT,82.2,3,2,0,83.9,1,58.9
1,34,Tier2,Tier3_College,78.7,4,0,1,73.4,1,78.5
0,27,Metro,Tier3_College,53.1,5,0,0,66.6,0,37.8
1,34,Tier2,Tier3_College,57.8,4,0,0,88.4,0,44.3
1,44,Tier2,Tier2_College,63.2,2,1,0,54.0,1,45.7
0,41,Metro,Tier2_College,67.1,3,0,0,78.4,0,59.2
1,41,Tier3,Tier2_College,65.2,3,1,0,83.6,0,72.8
1,33,Tier2,IIT_NIT,78.2,3,0,0,52.0,1,71.2
1,34,Tier3,Tier2_College,71.3,6,1,0,60.3,1,52.9
1,23,Tier2,Tier2_College,59.4,7,0,0,73.0,0,51.4
1,42,Tier2,Tier2_College,55.2,4,0,0,75.7,0,48.0
0,45,Metro,Tier2_College,56.6,7,2,0,81.3,0,45.3
1,44,Tier2,Tier3_College,72.6,5,2,0,56.6,1,50.6
1,37,Metro,Tier3_College,65.3,6,0,0,64.6,1,64.3
0,44,Tier3,Tier3_College,97.1,4,0,1,82.2,0,84.1
0,27,Tier3,Tier3_College,68.0,2,0,0,73.1,0,66.2
0,40,Tier3,Tier2_College,70.6,2,0,0,70.4,1,68.2
1,42,Tier2,Tier2_College,42.8,8,0,0,70.0,1,54.4
1,34,Tier3,Tier2_College,49.3,8,0,1,67.4,0,45.5
0,38,Metro,IIT_NIT,52.3,1,0,0,78.7,0,42.5
1,44,Tier2,Tier3_College,60.5,2,0,1,80.0,1,49.2
0,30,Tier2,IIT_NIT,47.2,3,0,0,66.2,0,36.2
1,38,Tier2,Tier2_College,51.8,5,0,0,54.7,0,54.5
1,23,Tier2,Tier2_College,77.3,5,0,0,54.0,0,52.9
1,40,Metro,Tier2_College,56.0,5,0,0,82.8,0,51.6
1,40,Metro,Tier3_College,67.4,4,0,0,77.9,1,45.6
0,45,Tier3,Tier2_College,76.3,7,1,0,59.6,0,48.1
0,28,Tier2,Tier2_College,81.3,3,2,1,47.2,0,50.6
0,43,Metro,Tier2_College,72.1,6,0,0,84.0,0,65.7
1,31,Tier3,Tier3_College,72.9,5,1,1,60.6,1,43.5
1,31,Tier3,Tier2_College,81.7,5,2,0,63.5,0,57.8
1,41,Metro,Tier2_College,73.8,3,0,0,71.1,0,52.0
1,30,Tier3,Tier2_College,82.5,8,0,0,53.7,0,52.1
1,38,Tier3,IIT_NIT,38.0,4,0,0,51.7,0,20.1
1,36,Tier3,Tier2_College,66.8,10,0,1,70.3,1,56.7
1,23,Tier3,Tier3_College,68.8,2,0,0,83.5,0,53.9
1,25,Tier2,Tier3_College,66.3,5,0,1,99.5,1,56.0
0,40,Metro,Tier3_College,69.7,2,3,0,75.0,0,65.4
1,38,Metro,IIT_NIT,62.3,2,0,1,95.3,1,35.5
0,26,Metro,Tier2_College,79.0,8,3,0,75.5,0,82.0
1,28,Tier2,IIT_NIT,60.5,3,0,1,84.5,1,41.3
1,39,Tier2,IIT_NIT,65.0,7,0,1,69.8,0,51.3
0,42,Metro,Tier2_College,88.2,7,0,0,72.1,0,65.5
1,43,Tier2,Tier2_College,86.3,3,0,0,75.1,1,63.0
1,28,Metro,Tier3_College,70.2,4,1,0,74.4,0,39.8
0,38,Tier3,Tier3_College,59.1,4,0,0,59.2,0,44.0
0,28,Metro,Tier3_College,45.1,1,0,0,77.1,0,36.8
1,25,Tier2,Tier3_College,66.2,7,2,0,65.4,0,52.1
1,29,Tier2,IIT_NIT,75.1,8,0,1,75.2,1,55.6
1,34,Metro,Tier2_College,57.9,5,0,0,70.3,1,48.8
1,25,Tier3,Tier2_College,68.1,7,0,0,86.7,0,52.2
1,27,Tier2,Tier2_College,63.1,6,0,0,84.9,0,60.8
1,26,Metro,IIT_NIT,43.9,2,0,1,66.2,1,37.2
1,33,Metro,IIT_NIT,69.6,3,1,1,69.8,0,58.2
1,25,Metro,Tier2_College,74.1,2,0,0,69.2,1,70.9
0,45,Metro,Tier3_College,70.2,3,0,0,70.0,0,55.2
0,30,Metro,Tier3_College,90.6,4,0,0,42.9,0,70.2
0,25,Tier2,Tier2_College,63.5,4,0,0,70.5,0,55.2
1,40,Tier3,Tier2_College,62.4,2,0,0,51.5,0,49.5
1,45,Tier2,Tier2_College,98.3,6,2,1,63.1,0,67.4
1,35,Metro,Tier3_College,50.5,5,0,1,80.5,1,39.6
0,26,Metro,IIT_NIT,59.3,4,0,0,88.9,1,41.4
0,39,Tier2,Tier3_College,73.1,8,1,0,63.3,0,63.5
0,31,Metro,Tier2_College,83.8,1,0,1,73.2,1,53.6
0,40,Metro,Tier2_College,81.1,2,3,0,54.4,0,64.6
1,33,Tier3,IIT_NIT,53.4,4,0,0,63.7,0,21.9
0,39,Metro,IIT_NIT,90.8,1,0,1,58.3,1,67.7
1,38,Tier3,Tier2_College,74.5,6,0,1,70.7,0,66.3
1,45,Metro,Tier3_College,56.5,3,0,0,60.3,0,40.8
0,32,Tier3,Tier2_College,57.7,2,0,0,76.9,0,51.9
1,24,Tier2,Tier2_College,69.0,6,1,0,61.7,0,54.4
1,44,Tier2,Tier3_College,98.1,1,0,1,67.1,1,85.7
0,38,Metro,Tier2_College,71.0,4,3,0,59.2,1,75.8
1,22,Tier3,IIT_NIT,98.0,3,0,0,52.8,1,89.4
1,36,Tier3,Tier2_College,80.3,6,0,0,48.5,0,62.1
1,30,Tier2,Tier3_College,50.3,3,0,0,41.5,0,39.4
0,36,Tier2,Tier2_College,87.7,9,0,0,63.4,1,62.5
1,45,Tier2,Tier2_College,54.8,5,0,0,82.0,1,52.7
1,24,Metro,Tier3_College,59.4,5,0,0,67.0,0,58.3
0,43,Tier2,Tier3_College,71.9,7,1,0,49.5,0,52.3
1,40,Tier3,IIT_NIT,67.6,5,0,1,58.2,1,56.3
1,34,Metro,Tier3_College,80.5,5,0,0,69.4,0,54.9
1,33,Metro,IIT_NIT,75.0,4,0,0,64.1,1,43.3
0,41,Tier2,Tier3_College,66.3,4,1,1,76.2,0,64.5
1,22,Tier2,Tier2_College,91.8,4,0,1,85.5,1,58.9
0,42,Metro,Tier3_College,61.4,2,1,0,64.8,0,57.5
0,38,Metro,Tier2_College,54.0,1,1,0,48.5,0,37.7
0,34,Metro,Tier3_College,74.5,3,0,0,55.8,0,55.4
0,22,Tier3,Tier2_College,67.7,1,1,0,61.3,0,55.2
0,31,Metro,Tier2_College,71.4,8,3,0,51.5,1,58.0
0,36,Tier2,Tier2_College,78.3,4,2,0,64.9,0,65.6
1,28,Metro,Tier3_College,65.4,2,1,1,77.8,0,40.5
0,43,Tier3,Tier3_College,94.0,6,0,0,60.5,0,72.8
0,39,Tier3,Tier2_College,71.7,4,2,1,62.8,0,56.9
1,37,Metro,Tier3_College,61.7,5,0,0,61.5,0,47.5
1,35,Metro,Tier2_College,76.3,1,3,1,64.0,0,54.5
1,39,Tier3,Tier3_College,66.8,1,0,1,67.2,0,60.1
0,28,Metro,Tier3_College,69.6,3,0,0,61.5,0,55.8
0,38,Metro,IIT_NIT,52.5,3,1,0,68.1,0,36.0
0,39,Tier3,Tier3_College,54.1,4,2,0,49.5,0,36.2
0,33,Tier3,Tier2_College,82.9,6,0,1,45.0,1,47.7
0,29,Tier2,Tier2_College,50.7,7,0,0,62.1,0,38.8
0,43,Metro,Tier3_College,66.3,8,2,0,81.7,0,53.6
0,23,Tier2,Tier3_College,72.6,4,0,0,45.8,0,42.5
0,28,Metro,IIT_NIT,87.8,4,0,0,84.6,0,70.4
1,25,Tier3,IIT_NIT,61.3,4,0,0,85.5,0,42.0
0,39,Tier3,Tier3_College,78.6,7,0,0,40.2,0,54.2
0,27,Tier3,IIT_NIT,66.3,2,0,0,78.1,0,44.6
1,30,Metro,Tier3_College,37.5,2,0,0,56.4,0,25.9
1,30,Tier2,Tier3_College,68.6,3,1,0,75.3,0,37.8
0,35,Metro,Tier2_College,67.1,7,0,0,86.7,1,56.1
1,29,Metro,Tier2_College,74.0,5,1,0,77.5,1,63.3
1,40,Tier3,Tier2_College,59.0,9,0,1,74.4,0,52.5
0,24,Metro,Tier2_College,60.5,4,2,0,77.7,0,39.3
1,39,Tier2,Tier3_College,84.8,2,0,0,100.0,1,60.8
1,26,Tier2,Tier3_College,63.3,1,0,1,62.8,0,40.9
0,35,Tier3,Tier2_College,41.2,6,0,0,77.9,0,51.0
0,25,Tier3,Tier2_College,74.9,1,0,0,47.8,0,51.9
1,28,Tier3,Tier2_College,80.1,5,0,1,53.5,1,82.1
1,41,Tier2,Tier3_College,80.0,6,0,1,74.3,0,55.6
0,33,Metro,Tier3_College,59.4,3,0,0,79.5,0,47.1
0,23,Tier2,Tier3_College,68.0,3,0,0,72.3,0,52.8
0,32,Tier2,IIT_NIT,75.4,8,1,1,60.2,0,60.3
1,35,Tier2,Tier3_College,81.5,2,0,1,65.4,1,69.3
1,43,Tier2,Tier2_College,75.0,4,0,0,59.8,1,54.8
0,44,Tier2,Tier3_College,78.9,3,1,0,68.7,0,73.4
1,37,Metro,Tier3_College,57.7,5,0,0,79.2,1,40.3
1,41,Metro,Tier3_College,35.9,3,0,0,86.5,0,21.9
0,27,Tier2,Tier2_College,82.8,4,0,1,47.9,0,56.0
0,44,Tier2,Tier2_College,54.8,6,0,0,100.0,0,36.2
1,25,Tier2,IIT_NIT,65.6,3,0,0,56.5,1,57.5
1,36,Metro,Tier3_College,79.3,2,0,0,61.3,1,62.2
1,45,Metro,IIT_NIT,68.4,7,0,0,71.1,1,60.4
1,22,Tier3,Tier2_College,77.8,4,0,1,68.0,1,46.9
0,28,Tier3,IIT_NIT,100.0,4,0,0,70.4,0,82.8
1,33,Tier2,Tier3_College,75.7,7,0,1,77.7,1,75.4
1,31,Tier2,Tier2_College,57.8,3,2,0,77.8,0,44.4
0,26,Metro,Tier3_College,47.7,0,0,0,86.0,0,28.5
0,33,Tier2,Tier3_College,77.5,2,1,0,76.9,0,53.9
0,39,Tier3,Tier3_College,69.1,2,1,0,47.6,0,45.2
0,31,Tier2,IIT_NIT,48.7,6,0,0,60.4,1,31.6
0,27,Tier2,Tier3_College,84.5,6,2,0,57.8,1,78.4
0,33,Tier2,Tier2_College,78.1,6,0,0,62.7,0,81.5
0,28,Tier2,IIT_NIT,67.8,4,0,0,80.2,0,50.5
0,39,Tier2,Tier2_College,98.6,4,0,0,74.2,0,75.1
1,23,Tier2,Tier2_College,82.3,7,0,0,68.7,0,62.7
1,31,Tier2,IIT_NIT,54.1,3,0,0,84.3,0,29.2
1,36,Metro,Tier2_College,84.4,9,0,0,85.0,1,63.4
1,33,Tier3,IIT_NIT,71.6,6,0,0,51.5,0,55.3
1,38,Tier3,Tier2_College,94.5,10,0,1,56.9,1,56.5
0,25,Metro,Tier2_College,81.2,3,1,0,72.9,1,49.2
1,28,Tier2,Tier2_College,74.8,9,0,1,68.3,0,65.7
1,30,Metro,Tier3_College,74.0,4,0,0,82.2,0,63.5
1,40,Metro,Tier2_College,51.4,2,0,1,68.1,0,42.8
1,44,Metro,Tier2_College,60.8,4,0,0,82.9,0,44.2
0,28,Tier2,Tier2_College,70.9,5,1,0,64.9,0,49.7
0,44,Tier3,Tier2_College,48.8,7,2,0,70.1,0,33.7
0,23,Tier2,IIT_NIT,74.5,1,0,0,69.7,0,54.0
1,27,Tier2,IIT_NIT,57.6,7,0,1,66.6,0,36.0
1,39,Tier2,Tier3_College,62.5,4,0,1,90.5,0,52.6
0,27,Metro,Tier3_College,77.9,6,0,0,64.8,0,68.2
1,34,Metro,Tier3_College,60.2,5,1,0,99.7,1,57.5
1,40,Tier3,Tier3_College,74.6,2,0,0,46.2,0,68.9
0,23,Tier3,Tier3_College,70.0,3,3,0,50.0,1,30.8
0,33,Tier2,Tier3_College,53.2,3,0,0,67.9,0,51.5
0,36,Tier2,Tier3_College,80.3,5,0,0,46.5,0,65.0
0,35,Tier3,Tier2_College,81.1,8,0,1,56.6,0,56.5
0,27,Metro,IIT_NIT,81.8,7,2,0,78.0,0,59.2
0,39,Tier3,Tier2_College,94.7,4,1,1,60.8,0,69.6
0,26,Tier2,Tier2_College,62.2,4,3,0,73.8,0,39.8
0,39,Tier2,Tier3_College,40.7,2,2,1,82.0,0,28.8
1,24,Metro,Tier2_College,58.8,2,0,1,79.0,1,41.9
0,24,Tier2,Tier3_College,81.4,2,0,1,52.8,0,49.4
1,43,Tier3,Tier2_College,66.9,6,0,0,66.4,0,55.1
0,43,Metro,IIT_NIT,48.3,7,1,0,67.3,0,49.3
1,31,Tier2,Tier2_College,44.4,3,0,1,71.7,1,32.7
0,40,Metro,Tier2_College,87.9,3,0,0,63.0,1,68.5
0,24,Tier3,Tier2_College,76.5,4,2,0,64.2,0,55.3
1,33,Tier2,Tier2_College,61.0,6,0,0,80.7,0,53.0
1,37,Tier3,IIT_NIT,94.4,3,0,0,37.7,0,79.4
1,38,Metro,Tier2_College,100.0,6,1,1,80.3,0,75.0
0,28,Metro,Tier2_College,82.5,7,1,0,59.8,1,62.4
0,34,Metro,Tier2_College,78.6,2,0,0,45.5,0,66.3
1,45,Metro,Tier2_College,75.4,3,0,0,52.9,1,56.6
1,23,Metro,IIT_NIT,80.0,3,0,1,77.9,1,45.4
1,25,Tier2,Tier2_College,95.4,0,0,1,66.6,0,69.8
1,31,Metro,Tier2_College,54.4,4,0,1,91.3,0,42.3
0,28,Tier2,Tier2_College,63.3,3,0,0,81.9,0,43.3
1,45,Tier2,Tier2_College,67.3,8,1,1,55.7,1,53.7
0,38,Tier2,Tier3_College,76.0,6,0,0,64.0,0,68.3
0,41,Tier2,IIT_NIT,89.9,1,0,0,81.8,1,62.4
0,27,Tier2,IIT_NIT,73.8,7,0,0,54.8,0,53.7
1,40,Tier3,Tier2_College,76.8,9,0,1,89.1,1,63.5
0,26,Metro,Tier2_College,77.5,2,2,1,66.7,0,60.0
0,31,Tier2,Tier2_College,68.3,6,1,0,69.3,0,51.8
1,30,Tier2,Tier3_College,62.2,1,0,1,70.8,0,39.8
0,34,Tier2,Tier3_College,69.0,2,0,0,67.4,1,47.5
1,40,Tier2,IIT_NIT,58.8,2,0,1,79.8,1,64.3
0,42,Tier2,Tier3_College,59.1,4,0,0,54.8,0,36.6
1,45,Tier2,IIT_NIT,73.2,2,0,1,71.9,1,50.6
1,27,Tier2,Tier2_College,61.3,4,0,0,71.6,0,51.5
0,25,Tier3,Tier3_College,93.9,5,0,0,66.5,0,96.3
0,45,Tier3,Tier3_College,70.1,5,0,0,76.9,1,54.6
0,24,Metro,Tier2_College,87.0,5,0,0,68.1,1,69.4
0,24,Metro,Tier2_College,50.6,4,0,0,73.5,0,30.0
1,25,Tier3,Tier2_College,51.0,5,0,1,87.9,1,32.2
0,26,Tier3,Tier2_College,66.4,3,0,0,72.4,0,52.1
1,29,Metro,IIT_NIT,81.1,2,0,0,73.9,0,66.9
0,37,Metro,Tier2_College,61.1,3,1,0,63.0,0,42.3
1,43,Tier3,Tier2_College,66.6,8,0,1,83.6,1,47.4
1,24,Tier2,Tier3_College,82.0,8,0,0,55.7,0,53.0
1,45,Metro,IIT_NIT,62.6,5,0,1,79.0,0,56.9
1,33,Tier2,Tier3_College,57.4,3,0,1,72.2,0,47.7
0,29,Tier3,IIT_NIT,77.9,8,0,0,67.9,0,69.9
0,34,Tier3,Tier3_College,49.7,5,0,1,74.0,0,39.9
1,25,Tier2,Tier2_College,62.8,5,0,0,63.9,0,55.9
1,35,Tier2,Tier2_College,69.6,5,0,1,60.6,1,51.3
1,35,Metro,Tier3_College,75.4,2,0,1,57.2,0,52.8
0,34,Tier3,Tier2_College,79.5,6,1,0,63.6,0,59.1
1,27,Metro,Tier2_College,81.7,5,1,1,85.3,1,59.3
1,38,Tier3,Tier2_College,63.8,2,0,1,59.0,0,53.1
0,25,Metro,Tier2_College,81.4,2,0,0,48.2,0,49.4
0,29,Tier3,Tier2_College,75.1,5,1,0,53.5,0,58.1
1,38,Metro,Tier2_College,78.1,4,0,1,78.9,1,46.6
1,24,Tier2,Tier3_College,59.1,2,1,0,69.9,0,55.0
1,38,Metro,Tier2_College,77.3,5,0,0,79.7,1,65.2
0,30,Tier2,IIT_NIT,65.9,2,2,0,74.3,1,43.7
1,23,Tier3,Tier3_College,68.7,2,0,1,80.2,0,54.8
0,34,Tier2,Tier2_College,70.3,8,2,0,55.6,0,59.5
0,41,Tier2,Tier2_College,97.6,1,0,0,86.1,1,61.7
0,23,Metro,Tier2_College,55.2,0,1,1,68.1,0,42.5
1,41,Tier3,Tier2_College,84.7,7,0,1,75.5,1,71.1
1,32,Tier2,Tier2_College,88.0,5,0,0,70.6,1,71.2
1,43,Tier2,Tier2_College,79.6,6,0,1,77.3,0,68.7
0,36,Tier3,IIT_NIT,60.5,2,0,0,56.9,0,39.8
1,32,Tier2,Tier3_College,91.8,1,0,1,62.2,1,75.0
0,44,Tier2,Tier3_College,63.4,5,1,1,68.9,0,61.0
1,24,Tier2,Tier2_College,77.6,4,0,1,81.7,1,59.5
1,24,Tier2,Tier3_College,69.7,4,0,0,85.9,0,52.6
0,33,Tier3,Tier2_College,62.8,6,3,0,58.5,0,50.3
1,45,Tier3,IIT_NIT,75.7,4,1,0,78.7,0,50.2
0,26,Metro,IIT_NIT,94.3,5,2,0,72.1,0,77.5
1,41,Metro,IIT_NIT,71.6,3,0,0,73.8,0,52.0
1,28,Metro,Tier3_College,95.7,2,0,0,75.4,1,76.1
0,28,Metro,Tier2_College,65.4,1,0,0,67.6,0,58.0
1,34,Tier2,Tier2_College,69.1,5,0,0,75.8,0,53.7
0,30,Tier3,IIT_NIT,50.8,3,0,0,42.7,0,45.1
1,42,Metro,Tier2_College,60.2,1,0,1,54.7,1,36.1
1,34,Tier2,Tier2_College,64.9,3,0,1,61.5,0,48.6
1,33,Tier3,Tier3_College,63.4,5,0,0,77.4,0,53.6
0,34,Tier3,Tier3_College,54.6,8,1,0,67.9,0,34.9
1,45,Tier2,Tier2_College,57.3,2,0,0,71.6,0,55.4
1,31,Tier3,Tier2_College,64.0,5,1,0,83.4,1,56.5
0,22,Tier2,Tier2_College,84.6,5,0,0,59.6,0,61.0
0,29,Metro,Tier3_College,47.1,2,3,0,73.1,0,36.0
1,43,Metro,IIT_NIT,38.8,8,0,1,68.6,0,32.6
1,37,Metro,Tier2_College,43.3,2,1,0,69.4,0,30.2
1,34,Metro,Tier3_College,56.1,3,2,0,91.5,0,29.8
1,24,Tier3,IIT_NIT,76.9,2,0,1,65.5,0,53.6
1,24,Tier3,Tier2_College,63.0,4,0,0,70.9,0,54.7
0,45,Tier2,Tier2_College,62.8,3,2,0,64.8,0,49.3
0,26,Tier2,Tier2_College,62.5,8,1,1,64.5,0,57.5
0,32,Metro,Tier2_College,41.7,3,3,1,74.0,0,24.7
1,28,Tier2,Tier2_College,80.1,5,0,1,57.3,1,69.1
0,42,Tier3,Tier2_College,86.3,4,3,0,49.9,0,71.8
1,45,Metro,IIT_NIT,63.3,3,1,1,72.0,1,43.5
1,31,Metro,Tier3_College,69.2,0,1,0,70.3,1,53.0
1,31,Tier2,IIT_NIT,69.7,4,0,1,78.4,0,48.7
0,41,Tier2,Tier3_College,53.1,5,1,0,76.8,1,46.4
1,23,Tier2,IIT_NIT,61.8,6,0,0,57.1,1,62.3
0,24,Tier2,Tier2_College,93.0,4,0,1,52.4,1,73.3
1,29,Tier2,IIT_NIT,67.9,3,1,1,66.2,1,45.4
0,32,Metro,IIT_NIT,71.1,3,2,0,62.8,1,52.1
0,34,Tier2,IIT_NIT,58.3,6,0,0,65.9,1,65.8
1,28,Tier2,Tier2_College,62.0,3,3,0,81.4,0,37.4
0,34,Tier3,Tier2_College,77.0,6,0,0,66.9,0,55.0
